flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL1919,VT-044,DEL,CCU,2026-04-04 18:28:00,2026-04-04 20:06:00,18,5,1,4,60,28.35,20.39,9478.36,85.46,0.87
FL1920,VT-044,CCU,MAA,2026-04-04 21:06:00,2026-04-04 23:09:00,21,5,1,4,62,29.34,10.68,4311.75,58.85,0.58
FL1921,VT-044,BOM,DEL,2026-04-05 08:11:00,2026-04-05 09:56:00,8,6,1,4,71,30.85,15.89,3279.04,74.56,0.42
FL1922,VT-044,DEL,CCU,2026-04-05 11:07:00,2026-04-05 13:20:00,11,6,1,4,89,30.14,20.93,7915.75,72.28,0.41
FL1923,VT-044,CCU,MAA,2026-04-05 14:49:00,2026-04-05 16:46:00,14,6,1,4,48,22.13,15.94,2699.57,58.87,0.59
FL1924,VT-045,BOM,DEL,2026-04-01 03:00:00,2026-04-01 04:25:00,3,2,0,4,54,28.47,8.58,5137.74,87.39,0.4
FL1925,VT-045,DEL,CCU,2026-04-01 05:19:00,2026-04-01 07:11:00,5,2,0,4,81,29.51,20.27,2869.46,89.06,0.57
FL1926,VT-045,CCU,MAA,2026-04-01 08:32:00,2026-04-01 09:46:00,8,2,0,4,36,27.32,17.55,3536.13,47.3,0.96
FL1927,VT-045,BOM,DEL,2026-04-01 18:22:00,2026-04-01 19:50:00,18,2,0,4,45,34.69,23.35,9099.75,71.27,0.87
FL1928,VT-045,DEL,CCU,2026-04-01 20:35:00,2026-04-01 21:51:00,20,2,0,4,47,29.19,11.27,7085.16,57.8,0.4
FL1929,VT-045,CCU,MAA,2026-04-01 22:38:00,2026-04-02 00:24:00,22,2,0,4,31,27.89,16.93,8515.07,59.11,0.39
FL1930,VT-045,BOM,DEL,2026-04-02 08:55:00,2026-04-02 10:19:00,8,3,0,4,74,27.54,11.0,7142.36,70.05,0.79
FL1931,VT-045,DEL,CCU,2026-04-02 11:33:00,2026-04-02 13:10:00,11,3,0,4,81,27.16,12.25,8591.98,50.2,0.63
FL1932,VT-045,CCU,MAA,2026-04-02 14:31:00,2026-04-02 16:38:00,14,3,0,4,58,27.9,7.2,9069.47,57.15,0.78
FL1933,VT-045,BOM,DEL,2026-04-03 01:36:00,2026-04-03 03:10:00,1,4,0,4,65,31.97,5.51,7520.38,55.81,0.34
FL1934,VT-045,DEL,CCU,2026-04-03 04:15:00,2026-04-03 06:06:00,4,4,0,4,59,24.42,12.74,2644.65,47.36,0.51
FL1935,VT-045,CCU,MAA,2026-04-03 07:05:00,2026-04-03 09:22:00,7,4,0,4,67,32.37,6.8,9286.61,40.3,0.64
FL1936,VT-045,BOM,DEL,2026-04-03 18:29:00,2026-04-03 20:25:00,18,4,0,4,86,28.51,23.52,3293.56,88.29,0.44
FL1937,VT-045,DEL,CCU,2026-04-03 21:51:00,2026-04-03 23:29:00,21,4,0,4,68,27.09,19.83,6373.42,84.22,0.69
FL1938,VT-045,CCU,MAA,2026-04-04 00:37:00,2026-04-04 02:31:00,0,5,1,4,30,24.44,8.32,9331.91,56.39,0.56
FL1939,VT-045,BOM,DEL,2026-04-04 11:01:00,2026-04-04 13:09:00,11,5,1,4,89,30.63,20.2,4710.59,87.6,0.82
FL1940,VT-045,DEL,CCU,2026-04-04 14:38:00,2026-04-04 16:50:00,14,5,1,4,54,33.8,5.99,4056.5,63.25,0.46
FL1941,VT-045,CCU,MAA,2026-04-04 17:44:00,2026-04-04 19:25:00,17,5,1,4,78,30.97,19.88,9353.66,61.19,0.54
FL1942,VT-045,BOM,DEL,2026-04-05 04:43:00,2026-04-05 07:03:00,4,6,1,4,44,29.74,14.78,4813.2,85.48,0.7
FL1943,VT-045,DEL,CCU,2026-04-05 07:47:00,2026-04-05 09:21:00,7,6,1,4,60,32.15,20.24,8494.45,57.09,0.6
FL1944,VT-045,CCU,MAA,2026-04-05 10:21:00,2026-04-05 12:10:00,10,6,1,4,67,28.43,20.88,9527.94,71.16,0.82
FL1945,VT-046,MAA,CCU,2026-04-01 01:00:00,2026-04-01 02:26:00,1,2,0,4,66,34.01,21.1,8760.32,59.75,0.34
FL1946,VT-046,CCU,DEL,2026-04-01 03:32:00,2026-04-01 05:27:00,3,2,0,4,68,36.68,14.01,7991.71,57.85,0.74
FL1947,VT-046,DEL,BOM,2026-04-01 06:35:00,2026-04-01 08:19:00,6,2,0,4,47,26.23,8.73,7994.96,67.28,0.44
FL1948,VT-046,MAA,CCU,2026-04-01 17:06:00,2026-04-01 19:31:00,17,2,0,4,47,34.04,14.65,3728.25,88.36,0.8
FL1949,VT-046,CCU,DEL,2026-04-01 20:18:00,2026-04-01 22:00:00,20,2,0,4,30,26.62,24.14,5416.84,63.76,0.93
FL1950,VT-046,DEL,BOM,2026-04-01 22:30:00,2026-04-01 23:52:00,22,2,0,4,57,37.42,10.04,5573.81,46.17,0.44
FL1951,VT-046,MAA,CCU,2026-04-02 08:49:00,2026-04-02 10:57:00,8,3,0,4,86,30.9,5.02,2314.12,88.86,0.47
FL1952,VT-046,CCU,DEL,2026-04-02 12:23:00,2026-04-02 13:42:00,12,3,0,4,71,33.84,16.01,3225.16,76.41,0.72
FL1953,VT-046,DEL,BOM,2026-04-02 14:53:00,2026-04-02 16:37:00,14,3,0,4,38,31.85,19.63,8157.97,88.77,0.7
FL1954,VT-046,MAA,CCU,2026-04-03 01:15:00,2026-04-03 03:11:00,1,4,0,4,51,35.0,6.37,9179.18,45.97,0.53
FL1955,VT-046,CCU,DEL,2026-04-03 04:02:00,2026-04-03 06:00:00,4,4,0,4,58,24.67,21.31,6778.5,59.68,0.63
FL1956,VT-046,DEL,BOM,2026-04-03 06:58:00,2026-04-03 08:14:00,6,4,0,4,46,28.35,22.39,2705.08,78.84,0.89
FL1957,VT-046,MAA,CCU,2026-04-03 17:00:00,2026-04-03 18:09:00,17,4,0,4,37,33.65,8.64,5442.77,48.27,0.79
FL1958,VT-046,CCU,DEL,2026-04-03 18:46:00,2026-04-03 20:39:00,18,4,0,4,80,38.74,8.93,3693.97,42.07,0.53
FL1959,VT-046,DEL,BOM,2026-04-03 21:59:00,2026-04-04 00:15:00,21,4,0,4,89,32.28,16.19,8863.48,73.35,0.6
FL1960,VT-046,MAA,CCU,2026-04-04 09:44:00,2026-04-04 10:55:00,9,5,1,4,45,30.2,10.18,2422.61,76.3,0.38
FL1961,VT-046,CCU,DEL,2026-04-04 11:40:00,2026-04-04 12:59:00,11,5,1,4,56,33.08,11.06,6259.77,68.22,0.72
FL1962,VT-046,DEL,BOM,2026-04-04 13:55:00,2026-04-04 16:02:00,13,5,1,4,87,28.41,17.34,9758.55,76.38,0.95
FL1963,VT-046,MAA,CCU,2026-04-05 01:29:00,2026-04-05 03:02:00,1,6,1,4,82,25.59,20.24,6733.74,49.6,0.77
FL1964,VT-046,CCU,DEL,2026-04-05 04:24:00,2026-04-05 05:28:00,4,6,1,4,87,35.45,14.8,6229.25,56.72,0.66
FL1965,VT-046,DEL,BOM,2026-04-05 06:55:00,2026-04-05 08:42:00,6,6,1,4,59,36.56,8.95,8441.4,49.29,0.36
FL1966,VT-047,MAA,CCU,2026-04-01 05:00:00,2026-04-01 06:51:00,5,2,0,4,31,37.69,13.75,4214.03,67.91,0.54
FL1967,VT-047,CCU,DEL,2026-04-01 07:22:00,2026-04-01 09:03:00,7,2,0,4,78,26.9,23.66,9381.16,65.12,0.53
FL1968,VT-047,DEL,BOM,2026-04-01 10:21:00,2026-04-01 12:10:00,10,2,0,4,59,21.69,23.41,2096.02,67.64,0.82
FL1969,VT-047,MAA,CCU,2026-04-01 21:09:00,2026-04-01 23:11:00,21,2,0,4,50,28.72,14.7,2683.22,88.62,0.66
FL1970,VT-047,CCU,DEL,2026-04-02 00:01:00,2026-04-02 01:02:00,0,3,0,4,36,24.53,14.67,5433.2,43.74,0.37
FL1971,VT-047,DEL,BOM,2026-04-02 01:38:00,2026-04-02 03:26:00,1,3,0,4,39,32.37,21.75,3918.56,49.75,0.65
FL1972,VT-047,MAA,CCU,2026-04-02 12:05:00,2026-04-02 14:28:00,12,3,0,4,89,26.06,5.73,2421.95,81.71,0.38
FL1973,VT-047,CCU,DEL,2026-04-02 15:57:00,2026-04-02 18:08:00,15,3,0,4,81,30.79,5.9,5503.2,82.2,0.48
FL1974,VT-047,DEL,BOM,2026-04-02 19:29:00,2026-04-02 20:46:00,19,3,0,4,45,27.93,13.98,6620.9,68.55,0.53
FL1975,VT-047,MAA,CCU,2026-04-03 05:31:00,2026-04-03 07:05:00,5,4,0,4,58,29.65,11.31,2852.99,58.34,0.37
FL1976,VT-047,CCU,DEL,2026-04-03 08:03:00,2026-04-03 10:22:00,8,4,0,4,39,36.39,10.7,7046.16,62.78,0.64
FL1977,VT-047,DEL,BOM,2026-04-03 11:01:00,2026-04-03 12:29:00,11,4,0,4,68,33.21,20.16,4255.35,55.9,0.95
FL1978,VT-047,MAA,CCU,2026-04-03 21:37:00,2026-04-03 23:44:00,21,4,0,4,49,29.91,23.26,6882.9,67.32,0.47
FL1979,VT-047,CCU,DEL,2026-04-04 00:33:00,2026-04-04 01:57:00,0,5,1,4,68,27.24,11.87,8816.39,67.96,0.66
FL1980,VT-047,DEL,BOM,2026-04-04 03:05:00,2026-04-04 04:36:00,3,5,1,4,69,29.58,17.06,2637.72,74.16,0.95
FL1981,VT-047,MAA,CCU,2026-04-04 13:45:00,2026-04-04 15:30:00,13,5,1,4,35,31.57,16.51,3008.92,69.09,0.84
FL1982,VT-047,CCU,DEL,2026-04-04 16:05:00,2026-04-04 18:04:00,16,5,1,4,80,33.85,17.97,9193.99,71.18,0.39
FL1983,VT-047,DEL,BOM,2026-04-04 19:24:00,2026-04-04 21:05:00,19,5,1,4,40,29.05,11.19,3614.36,85.44,0.83
FL1984,VT-047,MAA,CCU,2026-04-05 05:45:00,2026-04-05 07:56:00,5,6,1,4,33,25.24,8.68,8051.61,63.71,0.46
FL1985,VT-047,CCU,DEL,2026-04-05 08:29:00,2026-04-05 10:27:00,8,6,1,4,75,34.22,17.33,2322.67,56.31,0.63
FL1986,VT-047,DEL,BOM,2026-04-05 11:42:00,2026-04-05 13:30:00,11,6,1,4,43,28.45,9.07,8152.49,61.28,0.7
FL1987,VT-048,BOM,DEL,2026-04-01 05:00:00,2026-04-01 06:46:00,5,2,0,4,71,28.78,5.42,2275.45,62.29,0.87
FL1988,VT-048,DEL,CCU,2026-04-01 07:57:00,2026-04-01 10:22:00,7,2,0,4,59,33.44,12.76,8636.53,46.68,0.95
FL1989,VT-048,CCU,MAA,2026-04-01 11:21:00,2026-04-01 13:24:00,11,2,0,4,63,30.32,20.03,9530.68,73.83,0.55
FL1990,VT-048,BOM,DEL,2026-04-01 22:27:00,2026-04-02 00:25:00,22,2,0,4,49,29.55,11.64,7606.47,78.27,0.95
FL1991,VT-048,DEL,CCU,2026-04-02 01:14:00,2026-04-02 02:29:00,1,3,0,4,40,30.89,9.1,8383.98,76.93,0.34
FL1992,VT-048,CCU,MAA,2026-04-02 03:09:00,2026-04-02 05:32:00,3,3,0,4,32,24.0,11.09,9863.58,72.14,0.8
FL1993,VT-048,BOM,DEL,2026-04-02 14:04:00,2026-04-02 15:16:00,14,3,0,4,81,26.88,24.53,5017.61,80.09,0.6
FL1994,VT-048,DEL,CCU,2026-04-02 16:37:00,2026-04-02 19:05:00,16,3,0,4,89,29.2,23.95,3750.17,56.31,0.83
FL1995,VT-048,CCU,MAA,2026-04-02 20:34:00,2026-04-02 21:44:00,20,3,0,4,72,30.93,12.88,6865.69,62.23,0.82
FL1996,VT-048,BOM,DEL,2026-04-03 06:56:00,2026-04-03 08:37:00,6,4,0,4,40,29.03,8.36,4838.38,60.0,0.34
FL1997,VT-048,DEL,CCU,2026-04-03 09:17:00,2026-04-03 10:52:00,9,4,0,4,90,22.44,16.67,9074.75,47.59,0.72
FL1998,VT-048,CCU,MAA,2026-04-03 12:22:00,2026-04-03 13:46:00,12,4,0,4,81,26.48,19.02,5285.85,65.23,0.31
FL1999,VT-048,BOM,DEL,2026-04-03 23:07:00,2026-04-04 00:51:00,23,4,0,4,81,37.19,18.83,7290.74,41.92,0.56
FL2000,VT-048,DEL,CCU,2026-04-04 02:12:00,2026-04-04 04:05:00,2,5,1,4,67,29.78,15.04,9279.44,75.86,0.71
FL2001,VT-048,CCU,MAA,2026-04-04 05:12:00,2026-04-04 07:18:00,5,5,1,4,90,31.35,20.96,8914.93,62.84,0.63
FL2002,VT-048,BOM,DEL,2026-04-04 16:48:00,2026-04-04 18:02:00,16,5,1,4,43,31.55,18.94,2665.78,83.15,0.64
FL2003,VT-048,DEL,CCU,2026-04-04 18:45:00,2026-04-04 21:09:00,18,5,1,4,47,29.62,6.38,6397.74,60.86,0.91
FL2004,VT-048,CCU,MAA,2026-04-04 21:56:00,2026-04-04 23:42:00,21,5,1,4,87,32.11,16.15,2436.88,88.59,0.66
FL2005,VT-048,BOM,DEL,2026-04-05 09:09:00,2026-04-05 11:12:00,9,6,1,4,77,28.09,10.82,5755.25,82.89,0.51
FL2006,VT-048,DEL,CCU,2026-04-05 12:29:00,2026-04-05 14:36:00,12,6,1,4,58,28.81,10.96,8240.38,63.58,0.46
FL2007,VT-048,CCU,MAA,2026-04-05 15:34:00,2026-04-05 17:18:00,15,6,1,4,62,29.01,8.32,4661.84,87.0,0.54
FL2008,VT-049,BOM,DEL,2026-04-01 05:00:00,2026-04-01 07:16:00,5,2,0,4,35,29.96,8.58,9129.12,63.02,0.8
FL2009,VT-049,DEL,CCU,2026-04-01 07:51:00,2026-04-01 10:00:00,7,2,0,4,61,31.23,24.67,2401.4,44.83,0.8
FL2010,VT-049,CCU,MAA,2026-04-01 11:01:00,2026-04-01 12:34:00,11,2,0,4,44,26.61,5.79,2174.77,78.72,0.39
FL2011,VT-049,BOM,DEL,2026-04-01 21:18:00,2026-04-01 23:00:00,21,2,0,4,66,27.66,14.35,6847.17,61.42,0.32
FL2012,VT-049,DEL,CCU,2026-04-02 00:06:00,2026-04-02 02:15:00,0,3,0,4,31,31.58,13.66,6284.34,63.85,0.57
FL2013,VT-049,CCU,MAA,2026-04-02 02:46:00,2026-04-02 04:01:00,2,3,0,4,47,31.05,22.75,9151.47,56.79,0.73
FL2014,VT-049,BOM,DEL,2026-04-02 12:48:00,2026-04-02 14:55:00,12,3,0,4,30,17.97,10.57,9670.97,47.14,0.71
FL2015,VT-049,DEL,CCU,2026-04-02 15:25:00,2026-04-02 17:15:00,15,3,0,4,84,32.28,10.65,4232.07,60.25,1.0
FL2016,VT-049,CCU,MAA,2026-04-02 18:39:00,2026-04-02 20:54:00,18,3,0,4,69,30.44,6.65,3236.17,61.98,0.66
FL2017,VT-049,BOM,DEL,2026-04-03 06:03:00,2026-04-03 08:32:00,6,4,0,4,46,27.49,10.18,4531.66,44.35,0.51
FL2018,VT-049,DEL,CCU,2026-04-03 09:18:00,2026-04-03 11:19:00,9,4,0,4,60,33.19,23.19,2049.47,80.53,0.96
FL2019,VT-049,CCU,MAA,2026-04-03 12:19:00,2026-04-03 14:27:00,12,4,0,4,63,22.56,6.83,3291.58,88.04,0.68
FL2020,VT-049,BOM,DEL,2026-04-03 23:30:00,2026-04-04 00:42:00,23,4,0,4,45,37.43,19.66,9963.37,54.38,0.68
FL2021,VT-049,DEL,CCU,2026-04-04 01:27:00,2026-04-04 03:10:00,1,5,1,4,36,28.07,15.67,5245.16,48.46,0.98
FL2022,VT-049,CCU,MAA,2026-04-04 03:46:00,2026-04-04 06:13:00,3,5,1,4,90,29.98,17.06,3818.09,67.19,0.79
FL2023,VT-049,BOM,DEL,2026-04-04 15:43:00,2026-04-04 16:57:00,15,5,1,4,70,34.71,15.3,9922.28,70.57,0.56
FL2024,VT-049,DEL,CCU,2026-04-04 18:07:00,2026-04-04 20:11:00,18,5,1,4,77,27.56,12.69,4775.67,61.59,0.85
FL2025,VT-049,CCU,MAA,2026-04-04 21:28:00,2026-04-04 22:58:00,21,5,1,4,87,32.02,14.68,8352.12,68.82,0.54
FL2026,VT-049,BOM,DEL,2026-04-05 08:25:00,2026-04-05 10:29:00,8,6,1,4,47,27.64,9.49,6036.02,53.04,0.31
FL2027,VT-049,DEL,CCU,2026-04-05 11:16:00,2026-04-05 13:01:00,11,6,1,4,41,32.79,17.97,6088.75,62.28,0.98
FL2028,VT-049,CCU,MAA,2026-04-05 13:42:00,2026-04-05 16:03:00,13,6,1,4,68,34.3,7.79,6553.65,83.4,0.71
FL2029,VT-050,MAA,CCU,2026-04-01 05:00:00,2026-04-01 07:19:00,5,2,0,4,54,30.84,19.36,4976.35,44.62,0.62
FL2030,VT-050,CCU,DEL,2026-04-01 08:13:00,2026-04-01 09:51:00,8,2,0,4,70,33.99,9.88,9733.87,87.91,0.47
FL2031,VT-050,DEL,BOM,2026-04-01 11:01:00,2026-04-01 12:42:00,11,2,0,4,37,28.85,11.96,9164.45,88.33,0.61
FL2032,VT-050,MAA,CCU,2026-04-01 21:19:00,2026-04-01 22:36:00,21,2,0,4,74,31.16,18.76,4187.8,76.82,0.34
FL2033,VT-050,CCU,DEL,2026-04-01 23:50:00,2026-04-02 02:20:00,23,2,0,4,80,22.02,5.99,5090.3,57.67,0.52
FL2034,VT-050,DEL,BOM,2026-04-02 03:40:00,2026-04-02 05:13:00,3,3,0,4,50,21.91,8.85,4475.76,88.75,0.59
FL2035,VT-050,MAA,CCU,2026-04-02 14:03:00,2026-04-02 16:31:00,14,3,0,4,46,29.59,13.89,6612.36,89.17,0.47
FL2036,VT-050,CCU,DEL,2026-04-02 17:17:00,2026-04-02 19:41:00,17,3,0,4,51,34.64,17.15,2708.63,73.84,0.34
FL2037,VT-050,DEL,BOM,2026-04-02 20:32:00,2026-04-02 21:56:00,20,3,0,4,40,33.89,16.92,7916.65,50.55,0.89
FL2038,VT-050,MAA,CCU,2026-04-03 06:36:00,2026-04-03 07:36:00,6,4,0,4,55,24.06,7.68,9626.46,43.63,0.44
FL2039,VT-050,CCU,DEL,2026-04-03 08:31:00,2026-04-03 10:15:00,8,4,0,4,36,29.17,11.96,6961.88,67.24,0.39
FL2040,VT-050,DEL,BOM,2026-04-03 10:51:00,2026-04-03 12:14:00,10,4,0,4,33,26.06,9.27,5289.15,75.2,0.45
FL2041,VT-050,MAA,CCU,2026-04-03 20:47:00,2026-04-03 22:15:00,20,4,0,4,45,26.83,12.33,5127.34,88.82,0.97
FL2042,VT-050,CCU,DEL,2026-04-03 23:00:00,2026-04-04 01:24:00,23,4,0,4,33,27.48,6.36,4535.23,53.34,0.65
FL2043,VT-050,DEL,BOM,2026-04-04 01:57:00,2026-04-04 03:54:00,1,5,1,4,51,32.93,20.55,8866.58,82.24,0.55
FL2044,VT-050,MAA,CCU,2026-04-04 12:45:00,2026-04-04 14:12:00,12,5,1,4,67,25.49,6.22,7612.52,40.49,0.59
FL2045,VT-050,CCU,DEL,2026-04-04 15:19:00,2026-04-04 17:31:00,15,5,1,4,36,34.51,11.59,7547.02,78.31,0.51
FL2046,VT-050,DEL,BOM,2026-04-04 18:07:00,2026-04-04 19:08:00,18,5,1,4,78,27.62,13.93,7816.15,74.65,0.99
FL2047,VT-050,MAA,CCU,2026-04-05 04:26:00,2026-04-05 05:42:00,4,6,1,4,77,33.6,9.5,7298.54,70.48,0.94
FL2048,VT-050,CCU,DEL,2026-04-05 06:59:00,2026-04-05 09:23:00,6,6,1,4,44,31.89,16.37,4197.33,63.72,0.53
FL2049,VT-050,DEL,BOM,2026-04-05 10:07:00,2026-04-05 11:28:00,10,6,1,4,34,27.42,16.59,9112.0,68.47,0.74
FL2050,VT-051,DEL,BOM,2026-04-01 05:00:00,2026-04-01 06:18:00,5,2,0,4,45,27.38,9.66,5936.01,55.51,0.43
FL2051,VT-051,BOM,BLR,2026-04-01 07:03:00,2026-04-01 08:25:00,7,2,0,4,42,30.11,15.08,4582.48,52.91,0.62
FL2052,VT-051,BLR,HYD,2026-04-01 09:07:00,2026-04-01 10:23:00,9,2,0,4,80,31.62,7.12,8207.02,80.4,0.84
FL2053,VT-051,DEL,BOM,2026-04-01 19:43:00,2026-04-01 21:33:00,19,2,0,4,75,32.86,7.28,7151.26,81.72,0.7
FL2054,VT-051,BOM,BLR,2026-04-01 22:48:00,2026-04-02 01:15:00,22,2,0,4,47,27.61,15.57,2275.01,71.95,0.36
FL2055,VT-051,BLR,HYD,2026-04-02 02:02:00,2026-04-02 04:08:00,2,3,0,4,66,38.39,13.7,4341.24,67.27,0.39
FL2056,VT-051,DEL,BOM,2026-04-02 13:14:00,2026-04-02 15:07:00,13,3,0,4,75,33.98,8.27,2834.5,47.28,0.91
FL2057,VT-051,BOM,BLR,2026-04-02 16:22:00,2026-04-02 18:33:00,16,3,0,4,32,32.58,15.56,5738.09,45.34,0.75
FL2058,VT-051,BLR,HYD,2026-04-02 19:05:00,2026-04-02 20:52:00,19,3,0,4,37,30.63,17.52,2602.23,45.62,0.33
FL2059,VT-051,DEL,BOM,2026-04-03 05:29:00,2026-04-03 06:43:00,5,4,0,4,77,30.7,10.15,3085.29,53.0,0.57
FL2060,VT-051,BOM,BLR,2026-04-03 08:00:00,2026-04-03 09:12:00,8,4,0,4,81,30.58,21.7,7682.81,45.63,0.82
FL2061,VT-051,BLR,HYD,2026-04-03 10:33:00,2026-04-03 12:14:00,10,4,0,4,52,32.34,10.5,7112.86,57.05,1.0
FL2062,VT-051,DEL,BOM,2026-04-03 21:06:00,2026-04-03 22:15:00,21,4,0,4,30,26.4,23.61,2197.16,74.83,0.81
FL2063,VT-051,BOM,BLR,2026-04-03 22:45:00,2026-04-04 01:01:00,22,4,0,4,43,26.14,21.73,9795.51,88.78,0.35
FL2064,VT-051,BLR,HYD,2026-04-04 01:44:00,2026-04-04 03:02:00,1,5,1,4,81,31.95,17.95,3026.8,72.51,0.99
FL2065,VT-051,DEL,BOM,2026-04-04 12:23:00,2026-04-04 14:24:00,12,5,1,4,76,34.29,23.24,5513.05,42.0,0.55
FL2066,VT-051,BOM,BLR,2026-04-04 15:40:00,2026-04-04 16:55:00,15,5,1,4,48,32.16,14.19,2440.81,61.34,0.63
FL2067,VT-051,BLR,HYD,2026-04-04 17:43:00,2026-04-04 19:09:00,17,5,1,4,76,33.5,23.57,7128.69,55.58,0.67
FL2068,VT-051,DEL,BOM,2026-04-05 04:25:00,2026-04-05 05:49:00,4,6,1,4,65,28.6,12.11,7460.09,73.11,0.8
FL2069,VT-051,BOM,BLR,2026-04-05 06:54:00,2026-04-05 08:36:00,6,6,1,4,59,21.13,10.36,4525.35,46.26,0.76
FL2070,VT-051,BLR,HYD,2026-04-05 09:35:00,2026-04-05 12:00:00,9,6,1,4,44,30.41,22.39,9126.66,62.45,0.62
FL2071,VT-052,BLR,HYD,2026-04-01 02:00:00,2026-04-01 04:18:00,2,2,0,4,80,28.07,6.54,7366.12,81.06,0.47
FL2072,VT-052,HYD,PNQ,2026-04-01 05:38:00,2026-04-01 07:07:00,5,2,0,4,37,34.69,22.54,3945.44,67.53,0.43
FL2073,VT-052,PNQ,DEL,2026-04-01 07:44:00,2026-04-01 09:55:00,7,2,0,4,68,28.91,7.04,9288.96,81.03,0.83
FL2074,VT-052,BLR,HYD,2026-04-01 19:03:00,2026-04-01 21:24:00,19,2,0,4,65,22.25,15.93,2730.83,77.83,0.71
FL2075,VT-052,HYD,PNQ,2026-04-01 22:29:00,2026-04-01 23:40:00,22,2,0,4,40,26.95,8.73,3505.86,49.21,0.34
FL2076,VT-052,PNQ,DEL,2026-04-02 00:20:00,2026-04-02 02:25:00,0,3,0,4,75,34.6,5.35,2392.04,68.64,0.87
FL2077,VT-052,BLR,HYD,2026-04-02 11:40:00,2026-04-02 13:22:00,11,3,0,4,69,31.19,11.53,4796.92,69.82,0.49
FL2078,VT-052,HYD,PNQ,2026-04-02 14:31:00,2026-04-02 16:54:00,14,3,0,4,83,34.75,19.83,7401.85,50.29,0.55
FL2079,VT-052,PNQ,DEL,2026-04-02 18:17:00,2026-04-02 20:47:00,18,3,0,4,85,37.4,7.52,3038.86,73.81,0.9
FL2080,VT-052,BLR,HYD,2026-04-03 06:12:00,2026-04-03 08:16:00,6,4,0,4,88,30.43,8.68,2845.2,80.64,0.71
FL2081,VT-052,HYD,PNQ,2026-04-03 09:44:00,2026-04-03 10:53:00,9,4,0,4,78,31.55,17.37,8251.7,75.16,0.88
FL2082,VT-052,PNQ,DEL,2026-04-03 12:11:00,2026-04-03 14:30:00,12,4,0,4,77,28.16,17.81,4513.3,87.9,0.32
FL2083,VT-052,BLR,HYD,2026-04-03 23:47:00,2026-04-04 02:02:00,23,4,0,4,60,33.03,16.6,3332.03,75.61,0.42
FL2084,VT-052,HYD,PNQ,2026-04-04 03:02:00,2026-04-04 04:57:00,3,5,1,4,90,29.86,23.3,3693.71,47.21,0.83
FL2085,VT-052,PNQ,DEL,2026-04-04 06:27:00,2026-04-04 08:12:00,6,5,1,4,77,23.62,15.01,9294.28,47.33,0.75
FL2086,VT-052,BLR,HYD,2026-04-04 17:29:00,2026-04-04 19:39:00,17,5,1,4,44,27.64,18.67,6749.48,77.74,0.52
FL2087,VT-052,HYD,PNQ,2026-04-04 20:23:00,2026-04-04 22:26:00,20,5,1,4,39,28.17,13.96,5243.77,89.2,0.5
FL2088,VT-052,PNQ,DEL,2026-04-04 23:05:00,2026-04-05 00:34:00,23,5,1,4,55,26.16,16.29,4018.58,85.76,0.49
FL2089,VT-052,BLR,HYD,2026-04-05 09:29:00,2026-04-05 11:35:00,9,6,1,4,47,24.59,22.92,2827.8,72.83,0.93
FL2090,VT-052,HYD,PNQ,2026-04-05 12:22:00,2026-04-05 14:14:00,12,6,1,4,39,32.63,18.54,4412.69,49.42,0.51
FL2091,VT-052,PNQ,DEL,2026-04-05 14:53:00,2026-04-05 16:56:00,14,6,1,4,53,29.72,6.86,3150.94,45.23,0.6
FL2092,VT-053,BOM,DEL,2026-04-01 00:00:00,2026-04-01 02:00:00,0,2,0,4,73,28.33,7.61,7147.43,49.86,0.37
FL2093,VT-053,DEL,CCU,2026-04-01 03:13:00,2026-04-01 04:29:00,3,2,0,4,71,31.38,8.34,9389.85,81.07,0.55
FL2094,VT-053,CCU,MAA,2026-04-01 05:40:00,2026-04-01 07:19:00,5,2,0,4,41,31.99,18.54,7461.37,71.44,0.49
FL2095,VT-053,BOM,DEL,2026-04-01 16:00:00,2026-04-01 17:44:00,16,2,0,4,76,38.3,5.78,5644.53,84.55,0.7
FL2096,VT-053,DEL,CCU,2026-04-01 19:00:00,2026-04-01 21:10:00,19,2,0,4,34,32.0,18.49,9839.64,89.28,0.78
FL2097,VT-053,CCU,MAA,2026-04-01 21:44:00,2026-04-01 23:42:00,21,2,0,4,69,26.49,9.87,8388.45,45.35,0.85
FL2098,VT-053,BOM,DEL,2026-04-02 08:51:00,2026-04-02 10:13:00,8,3,0,4,78,29.12,17.61,5441.14,61.89,0.52
FL2099,VT-053,DEL,CCU,2026-04-02 11:31:00,2026-04-02 13:25:00,11,3,0,4,66,33.06,20.24,9489.41,87.04,0.42
FL2100,VT-053,CCU,MAA,2026-04-02 14:31:00,2026-04-02 16:51:00,14,3,0,4,70,31.48,10.06,2538.28,53.4,0.94
FL2101,VT-053,BOM,DEL,2026-04-03 02:01:00,2026-04-03 04:15:00,2,4,0,4,63,32.34,17.66,7768.44,52.86,0.8
FL2102,VT-053,DEL,CCU,2026-04-03 05:18:00,2026-04-03 07:01:00,5,4,0,4,85,29.68,17.54,3168.77,81.15,0.46
